,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value,city_name
10591,45.0,1913.0,696.0,1552.0,611.0,2.0888,<1H OCEAN,237500.0,Hollywood
11287,18.0,3814.0,721.0,1881.0,692.0,4.4722,INLAND,215600.0,San Dimas
5057,36.0,3474.0,645.0,1679.0,616.0,2.7256,INLAND,71900.0,Bakersfield
9355,45.0,2019.0,394.0,1549.0,377.0,4.6111,<1H OCEAN,223000.0,Anaheim
12063,2.0,158.0,43.0,94.0,57.0,2.5625,NEAR BAY,60000.0,Emeryville
7897,19.0,1649.0,328.0,382.0,151.0,4.0556,INLAND,133000.0,Big Bear City
12591,24.0,1039.0,190.0,643.0,193.0,2.6711,INLAND,71300.0,Woodlake
13594,21.0,2707.0,675.0,1742.0,626.0,2.1062,<1H OCEAN,176700.0,Irwindale
11577,47.0,1685.0,405.0,835.0,372.0,2.3103,NEAR BAY,134500.0,Rodeo
11657,36.0,284.0,53.0,130.0,47.0,3.1429,INLAND,179200.0,Lathrop
12909,10.0,7397.0,1369.0,4611.0,1310.0,3.6369,INLAND,81600.0,Greenfield
13668,34.0,3848.0,991.0,2814.0,972.0,2.6716,<1H OCEAN,227100.0,Alhambra
6360,33.0,3687.0,852.0,3091.0,852.0,2.6506,NEAR BAY,162600.0,East Palo Alto
8585,16.0,1174.0,249.0,601.0,242.0,1.7143,INLAND,113300.0,Oakdale
4243,27.0,4006.0,762.0,1806.0,718.0,3.1848,INLAND,112800.0,Modesto
5020,38.0,2458.0,488.0,1135.0,453.0,2.875,INLAND,99100.0,San Bernardino
1409,35.0,1745.0,409.0,1143.0,386.0,2.875,NEAR BAY,143800.0,Alameda
7559,38.0,3065.0,658.0,1441.0,625.0,2.0564,INLAND,64700.0,Fresno
6418,16.0,2178.0,667.0,1192.0,579.0,2.3339,INLAND,87100.0,Lincoln Village
11968,10.0,2591.0,486.0,1255.0,425.0,3.1513,<1H OCEAN,154300.0,Lake Elsinore
12834,33.0,2199.0,403.0,1245.0,394.0,2.73,INLAND,96900.0,Farmersville
1461,42.0,1604.0,399.0,1581.0,387.0,1.7656,<1H OCEAN,96700.0,Westmont
9083,34.0,1050.0,210.0,723.0,201.0,4.8,<1H OCEAN,192700.0,Santa Ana
6239,27.0,5026.0,955.0,3899.0,930.0,3.871,<1H OCEAN,162900.0,La Puente
4014,33.0,613.0,123.0,343.0,116.0,3.1875,INLAND,129200.0,Patterson
1203,46.0,2082.0,438.0,1047.0,393.0,3.6534,<1H OCEAN,216000.0,Northridge
3055,32.0,1295.0,280.0,1156.0,300.0,3.5,NEAR BAY,154300.0,Union City
164,12.0,1678.0,241.0,765.0,281.0,6.0532,INLAND,102800.0,Ridgecrest
13482,10.0,653.0,120.0,407.0,146.0,3.3889,INLAND,110800.0,Lincoln
4852,15.0,661.0,146.0,131.0,57.0,0.4999,INLAND,56700.0,Hayfork
10298,17.0,2828.0,506.0,673.0,274.0,5.2563,INLAND,144100.0,Running Springs
9414,46.0,1362.0,214.0,531.0,222.0,4.3125,NEAR OCEAN,290500.0,Signal Hill
10511,22.0,1981.0,472.0,1231.0,457.0,4.0878,<1H OCEAN,153700.0,Bellflower
8033,25.0,2718.0,504.0,1257.0,465.0,2.3333,INLAND,90600.0,Tarpey Village
9887,44.0,543.0,146.0,506.0,125.0,1.3646,INLAND,65400.0,Parkway
4663,36.0,1774.0,299.0,784.0,298.0,5.0447,<1H OCEAN,249200.0,Rossmoor
1408,33.0,1550.0,277.0,638.0,254.0,3.6833,NEAR BAY,292500.0,Walnut Creek
13900,16.0,3077.0,628.0,1479.0,536.0,3.3724,<1H OCEAN,114600.0,Lake Nacimiento
3552,45.0,2893.0,570.0,1923.0,535.0,3.6607,NEAR BAY,192300.0,Brisbane
5521,27.0,1786.0,287.0,939.0,278.0,5.1929,INLAND,165000.0,Corona
12737,8.0,3593.0,659.0,1710.0,530.0,3.5227,INLAND,93100.0,Parkway
3330,32.0,3851.0,900.0,1456.0,836.0,4.5208,<1H OCEAN,442100.0,Santa Monica
2615,19.0,1427.0,311.0,1026.0,293.0,2.625,INLAND,57000.0,Farmersville
3432,36.0,1729.0,317.0,737.0,278.0,3.5313,INLAND,68800.0,Corcoran
3889,43.0,1237.0,243.0,776.0,246.0,4.325,<1H OCEAN,166000.0,Norwalk
8662,16.0,2206.0,541.0,1227.0,554.0,3.75,NEAR OCEAN,223100.0,Isla Vista
5864,18.0,3208.0,643.0,1973.0,614.0,3.8162,NEAR OCEAN,235000.0,El Rio
2539,33.0,3463.0,1170.0,1845.0,1134.0,2.0205,<1H OCEAN,243800.0,West Hollywood
12186,28.0,1503.0,370.0,522.0,268.0,1.2029,INLAND,68900.0,Clearlake
10964,8.0,6638.0,1054.0,2710.0,966.0,4.6776,<1H OCEAN,295500.0,Arroyo Grande
13569,19.0,256.0,34.0,101.0,28.0,5.3269,INLAND,375000.0,Mira Loma
4328,34.0,1592.0,364.0,950.0,317.0,2.1607,NEAR OCEAN,67000.0,Bayview
9079,28.0,3104.0,811.0,1488.0,754.0,3.6429,<1H OCEAN,332600.0,Buena Vista
3580,29.0,2070.0,452.0,985.0,420.0,2.8466,INLAND,113400.0,Antioch
6027,43.0,1309.0,344.0,1182.0,340.0,1.6625,<1H OCEAN,88700.0,Willowbrook
225,28.0,1535.0,330.0,1937.0,317.0,4.1146,<1H OCEAN,160100.0,Alum Rock
11331,37.0,1709.0,278.0,744.0,274.0,3.7188,INLAND,116600.0,Highland
1167,28.0,1605.0,501.0,936.0,460.0,2.5991,NEAR OCEAN,147500.0,San Diego
9594,7.0,2810.0,464.0,1564.0,457.0,4.4655,<1H OCEAN,182800.0,Escondido
3917,43.0,2561.0,544.0,1063.0,537.0,3.835,NEAR OCEAN,418600.0,Signal Hill
9251,33.0,2178.0,445.0,1153.0,400.0,3.6083,<1H OCEAN,212000.0,Rosemead
4301,5.0,2618.0,539.0,1320.0,512.0,4.1053,<1H OCEAN,171400.0,San Marcos
4953,33.0,1866.0,327.0,1053.0,371.0,4.5461,<1H OCEAN,213800.0,Santa Ana
7072,35.0,796.0,281.0,567.0,257.0,2.1389,NEAR OCEAN,260000.0,Goleta
1386,17.0,2648.0,589.0,1193.0,540.0,2.4461,<1H OCEAN,151700.0,Pajaro
3586,20.0,1989.0,508.0,1452.0,462.0,2.0077,NEAR OCEAN,118300.0,Lemon Grove
1816,11.0,3896.0,886.0,1902.0,843.0,2.2905,INLAND,94200.0,Redding
3162,42.0,2757.0,713.0,2112.0,653.0,2.7148,<1H OCEAN,166800.0,Altadena
2634,32.0,2275.0,397.0,1233.0,418.0,4.0437,NEAR BAY,162800.0,Bayview
7729,15.0,851.0,297.0,1326.0,254.0,2.8289,<1H OCEAN,117500.0,Santa Ana
9225,10.0,9033.0,2224.0,5525.0,1845.0,2.7598,INLAND,95000.0,Indio
5662,26.0,1445.0,244.0,510.0,207.0,5.6305,NEAR OCEAN,430000.0,Lagunitas-Forest Knolls
9878,29.0,579.0,116.0,218.0,99.0,2.1458,INLAND,104200.0,Coalinga
5847,16.0,774.0,122.0,489.0,136.0,5.7628,INLAND,221300.0,Muscoy
5977,38.0,1889.0,565.0,2087.0,559.0,1.7778,<1H OCEAN,154000.0,South Gate
356,42.0,618.0,163.0,680.0,179.0,3.3472,<1H OCEAN,154200.0,Lynwood
1295,34.0,2421.0,475.0,1232.0,454.0,4.6852,<1H OCEAN,296200.0,La Crescenta-Montrose
13085,16.0,2128.0,441.0,1860.0,459.0,3.1779,INLAND,97300.0,Morada
14437,39.0,2854.0,613.0,1338.0,518.0,3.9423,NEAR OCEAN,180300.0,Boulder Creek
1145,34.0,2936.0,597.0,1512.0,571.0,3.7841,NEAR OCEAN,176900.0,La Jolla
1577,18.0,2287.0,662.0,1804.0,537.0,1.9903,<1H OCEAN,170300.0,Paramount
13051,19.0,2802.0,802.0,1159.0,597.0,4.7891,NEAR OCEAN,334600.0,Coronado
12879,18.0,1651.0,309.0,856.0,293.0,3.5046,INLAND,118300.0,Chico
4873,14.0,3035.0,680.0,1597.0,663.0,3.6036,INLAND,143500.0,Vacaville
11964,22.0,2704.0,497.0,1432.0,399.0,2.9,INLAND,83100.0,Winton
6107,5.0,3511.0,1008.0,1599.0,918.0,3.8542,NEAR OCEAN,176600.0,La Jolla
5158,8.0,3417.0,604.0,1703.0,623.0,4.0827,INLAND,170700.0,Shingle Springs
2746,33.0,4084.0,897.0,1804.0,833.0,4.0488,NEAR OCEAN,409700.0,Coronado
7720,36.0,1606.0,318.0,889.0,294.0,4.7931,INLAND,272600.0,Temple City
6460,24.0,1631.0,340.0,1042.0,333.0,1.7708,INLAND,59000.0,Gerber
6871,32.0,1963.0,508.0,2052.0,518.0,1.9076,INLAND,55800.0,Sanger
589,37.0,1354.0,293.0,753.0,290.0,3.25,NEAR OCEAN,225000.0,San Luis Obispo
6090,37.0,1866.0,300.0,822.0,305.0,4.7,NEAR OCEAN,341300.0,San Bruno
13333,41.0,2099.0,530.0,2325.0,528.0,2.1979,<1H OCEAN,140800.0,East Los Angeles
11321,21.0,2471.0,473.0,1753.0,451.0,4.025,INLAND,293800.0,Hollister
10490,14.0,2382.0,377.0,1278.0,386.0,5.1896,INLAND,101900.0,Visalia
13031,21.0,1241.0,248.0,746.0,211.0,3.8056,NEAR OCEAN,425000.0,Santa Ynez
8316,18.0,2129.0,363.0,815.0,347.0,2.7679,INLAND,118000.0,Rosemont
9676,15.0,1095.0,158.0,361.0,176.0,6.8099,<1H OCEAN,328200.0,Poway
13542,20.0,4447.0,661.0,2062.0,660.0,6.8088,<1H OCEAN,283300.0,Cambrian Park
848,27.0,2532.0,495.0,1305.0,436.0,2.9107,INLAND,143100.0,Bloomington
13514,35.0,1724.0,311.0,992.0,315.0,4.8359,<1H OCEAN,195600.0,San Fernando
4480,38.0,1673.0,399.0,1116.0,382.0,1.3302,INLAND,62200.0,Rio Linda
6769,43.0,2369.0,413.0,944.0,422.0,3.2632,INLAND,138100.0,Modesto
3003,16.0,2312.0,303.0,1158.0,295.0,7.4323,<1H OCEAN,311800.0,Seven Trees
1675,30.0,950.0,317.0,1073.0,280.0,1.8664,NEAR BAY,107800.0,North Richmond
9724,45.0,2299.0,514.0,1437.0,484.0,2.5122,NEAR BAY,95500.0,San Leandro
5306,18.0,755.0,169.0,483.0,165.0,1.4196,INLAND,64700.0,Adelanto
9999,31.0,1860.0,394.0,1848.0,293.0,2.2891,INLAND,162500.0,Discovery Bay
1532,13.0,3252.0,610.0,1915.0,631.0,4.2137,INLAND,151700.0,Vacaville
6652,42.0,1024.0,191.0,483.0,187.0,4.105,<1H OCEAN,194500.0,Orange
11662,41.0,1377.0,293.0,1142.0,272.0,3.1724,<1H OCEAN,141600.0,East Los Angeles
60,19.0,7027.0,1847.0,3759.0,1753.0,3.1509,<1H OCEAN,242900.0,Campbell
12460,45.0,1717.0,389.0,916.0,367.0,3.2425,<1H OCEAN,138800.0,Cloverdale
4917,23.0,1630.0,362.0,1267.0,418.0,2.5625,NEAR OCEAN,131100.0,Chula Vista
5746,17.0,3064.0,588.0,1704.0,590.0,3.9329,<1H OCEAN,170900.0,Santa Rosa
10738,30.0,4382.0,732.0,1775.0,745.0,6.7809,NEAR BAY,414400.0,Tamalpais-Homestead Valley
3353,15.0,2119.0,389.0,1079.0,374.0,2.3566,INLAND,80400.0,Palermo
6012,18.0,1183.0,363.0,374.0,127.0,3.1607,INLAND,57500.0,Los Algodones
13730,5.0,1664.0,444.0,907.0,374.0,2.7667,INLAND,92900.0,Indio
13006,20.0,463.0,180.0,486.0,190.0,1.0313,INLAND,85000.0,Sacramento
13762,16.0,8676.0,1633.0,5130.0,1574.0,4.8096,NEAR OCEAN,262000.0,Colma
9058,32.0,1564.0,270.0,973.0,290.0,3.75,<1H OCEAN,190400.0,Midway City
3636,30.0,2019.0,551.0,2481.0,484.0,3.1875,<1H OCEAN,154200.0,South El Monte
6095,20.0,7052.0,1306.0,2197.0,810.0,3.7252,INLAND,167100.0,Wrightwood
1660,19.0,5411.0,1042.0,441.0,185.0,3.1324,INLAND,132000.0,Big Bear City
6100,33.0,5323.0,887.0,1670.0,740.0,3.9792,NEAR OCEAN,468000.0,Carmel-by-the-Sea
8964,33.0,2394.0,576.0,1166.0,548.0,2.7317,<1H OCEAN,264700.0,Downey
6786,11.0,3751.0,565.0,1949.0,555.0,5.7862,NEAR BAY,269400.0,Rodeo
4450,12.0,4174.0,670.0,1882.0,647.0,4.551,<1H OCEAN,178300.0,Larkfield-Wikiup
6093,33.0,1334.0,200.0,579.0,202.0,6.8323,NEAR BAY,255900.0,San Leandro
2788,26.0,1937.0,286.0,769.0,274.0,6.1185,INLAND,179200.0,Folsom
10324,20.0,1288.0,179.0,539.0,181.0,5.8652,<1H OCEAN,302600.0,Casa Conejo
1714,30.0,249.0,44.0,167.0,45.0,4.5,INLAND,92800.0,Lincoln Village
12957,12.0,3174.0,520.0,1590.0,488.0,4.5347,INLAND,101200.0,Bonadelle Ranchos-Madera Ranchos
6284,35.0,2393.0,417.0,1336.0,418.0,4.87,<1H OCEAN,187700.0,West Covina
12857,13.0,2589.0,413.0,1356.0,435.0,5.0253,INLAND,106200.0,Tarpey Village
4957,46.0,1332.0,329.0,746.0,310.0,3.6719,<1H OCEAN,357400.0,Mission Canyon
2192,37.0,1241.0,226.0,621.0,255.0,4.9196,<1H OCEAN,232400.0,West Carson
12531,18.0,8136.0,1584.0,4976.0,1516.0,3.9414,INLAND,137100.0,Corona
2179,40.0,972.0,240.0,761.0,225.0,1.4688,<1H OCEAN,88200.0,Willowbrook
754,25.0,2969.0,551.0,1745.0,487.0,2.6382,INLAND,76200.0,Parkway
9141,22.0,1391.0,338.0,810.0,295.0,3.8792,<1H OCEAN,218200.0,Los Alamitos
3259,24.0,2459.0,1001.0,1362.0,957.0,2.6782,NEAR BAY,450000.0,San Francisco
10551,43.0,1292.0,307.0,647.0,249.0,2.7188,INLAND,85300.0,Roseville
11770,35.0,1716.0,312.0,914.0,316.0,5.5737,NEAR BAY,214500.0,Fremont
9617,34.0,1256.0,267.0,638.0,252.0,4.0507,NEAR BAY,161000.0,Concord
8029,6.0,10191.0,1882.0,4377.0,1789.0,5.2015,NEAR BAY,204200.0,Vine Hill
14183,44.0,608.0,108.0,287.0,83.0,3.3882,INLAND,125000.0,Morada
5186,27.0,3310.0,598.0,1402.0,563.0,6.632,<1H OCEAN,441100.0,Costa Mesa
4225,28.0,1672.0,416.0,1335.0,397.0,1.5987,INLAND,59400.0,El Centro
2734,31.0,1404.0,379.0,1515.0,387.0,1.2813,INLAND,56400.0,Fresno
4649,37.0,2483.0,459.0,1072.0,445.0,3.0721,INLAND,108100.0,Modesto
4201,21.0,3933.0,949.0,2219.0,820.0,2.4926,<1H OCEAN,171400.0,Santa Fe Springs
2723,28.0,1440.0,431.0,2178.0,440.0,1.2634,INLAND,50600.0,Visalia
1378,36.0,2828.0,916.0,1762.0,736.0,1.4318,INLAND,59600.0,Barstow Heights
14280,8.0,5686.0,1489.0,3250.0,1329.0,4.2782,<1H OCEAN,327700.0,Sunnyvale
5372,35.0,2263.0,427.0,1001.0,408.0,3.875,NEAR OCEAN,172000.0,La Jolla
11230,30.0,227.0,75.0,169.0,101.0,1.3527,INLAND,60000.0,Bakersfield
4762,41.0,1171.0,334.0,1479.0,334.0,2.25,INLAND,90500.0,Ontario
13750,17.0,13553.0,2474.0,6544.0,2359.0,3.9727,INLAND,132700.0,Rancho Cordova
10429,24.0,3308.0,548.0,1891.0,544.0,5.6683,<1H OCEAN,248700.0,Milpitas
3043,26.0,768.0,152.0,392.0,127.0,1.7719,NEAR BAY,82500.0,Oakland
1495,29.0,1672.0,267.0,891.0,281.0,4.8611,<1H OCEAN,231900.0,Garden Grove
10487,8.0,12526.0,2495.0,6133.0,2324.0,2.9072,INLAND,119200.0,Apple Valley
9541,5.0,12317.0,2953.0,6291.0,2654.0,3.5732,INLAND,146900.0,Lancaster
312,34.0,982.0,148.0,498.0,156.0,6.3214,<1H OCEAN,220800.0,Stanton
10838,25.0,1941.0,477.0,1000.0,390.0,2.2976,INLAND,54400.0,Happy Camp
13692,2.0,227.0,35.0,114.0,49.0,3.1591,<1H OCEAN,434700.0,Blackhawk
5900,22.0,1750.0,374.0,1113.0,338.0,1.505,INLAND,42700.0,Alpaugh
12015,32.0,2945.0,651.0,2044.0,652.0,3.1979,<1H OCEAN,183900.0,Avocado Heights
12793,9.0,1296.0,287.0,768.0,260.0,1.9191,INLAND,54400.0,Corning
2193,36.0,1428.0,268.0,825.0,250.0,4.7222,<1H OCEAN,239600.0,West Carson
8559,39.0,2522.0,380.0,1113.0,357.0,5.2249,INLAND,445200.0,Arcadia
2268,31.0,3109.0,621.0,1472.0,618.0,5.155,NEAR OCEAN,263900.0,Pacifica
7056,19.0,5166.0,770.0,2374.0,753.0,5.979,<1H OCEAN,285200.0,La Mirada
10401,37.0,1516.0,344.0,983.0,347.0,5.0,<1H OCEAN,243600.0,Van Nuys
3974,29.0,3254.0,717.0,1593.0,680.0,4.0536,<1H OCEAN,285800.0,Lomita
4256,37.0,1249.0,202.0,517.0,189.0,4.4196,<1H OCEAN,223100.0,Lakewood
7589,43.0,1584.0,477.0,799.0,433.0,5.0322,NEAR OCEAN,435000.0,Hermosa Beach
8111,21.0,1641.0,491.0,1526.0,453.0,2.087,<1H OCEAN,141300.0,Los Angeles
8800,41.0,726.0,166.0,602.0,183.0,3.7885,NEAR OCEAN,156900.0,Signal Hill
2158,26.0,3345.0,818.0,1599.0,773.0,3.3516,<1H OCEAN,241500.0,North Hollywood
6257,25.0,2652.0,335.0,1062.0,334.0,7.5898,NEAR BAY,330200.0,Waldon
6876,42.0,1667.0,395.0,1041.0,387.0,3.9583,NEAR OCEAN,273700.0,Daly City
6049,29.0,1141.0,220.0,684.0,194.0,3.4038,INLAND,107800.0,Brawley
9555,40.0,2374.0,500.0,1772.0,455.0,2.189,INLAND,72500.0,Redlands
7340,15.0,289.0,49.0,191.0,54.0,1.6833,INLAND,113900.0,Kelseyville
11756,24.0,3388.0,633.0,1627.0,585.0,5.154,<1H OCEAN,355100.0,Cupertino
10999,23.0,4358.0,819.0,1852.0,802.0,3.4167,INLAND,105200.0,Fresno
8733,15.0,4472.0,1079.0,1837.0,976.0,2.5,INLAND,175900.0,Lincoln Village
11593,28.0,3085.0,552.0,1277.0,512.0,4.5795,<1H OCEAN,262800.0,San Jose
3250,39.0,2073.0,566.0,1246.0,547.0,2.0417,<1H OCEAN,117100.0,View Park-Windsor Hills
4809,33.0,3065.0,611.0,2204.0,606.0,3.8456,<1H OCEAN,211800.0,Anaheim
9244,41.0,1807.0,493.0,1731.0,471.0,1.2347,<1H OCEAN,111700.0,Florence-Graham
6179,30.0,1952.0,397.0,961.0,333.0,2.25,INLAND,68200.0,Gerber
13576,18.0,2339.0,443.0,1097.0,416.0,3.3438,<1H OCEAN,176100.0,Atascadero
6547,33.0,5252.0,760.0,2041.0,730.0,6.7977,<1H OCEAN,389700.0,West Hills
3062,27.0,6103.0,1249.0,3026.0,1134.0,4.1591,<1H OCEAN,332400.0,Fremont
7452,21.0,1155.0,210.0,510.0,175.0,2.3851,INLAND,67500.0,Orland
13098,26.0,239.0,135.0,165.0,112.0,1.3333,NEAR OCEAN,187500.0,Long Beach
4241,29.0,3480.0,608.0,2007.0,541.0,3.2738,INLAND,78700.0,Lamont
5137,27.0,852.0,176.0,464.0,148.0,1.7125,INLAND,58200.0,Los Molinos
12821,13.0,2267.0,601.0,756.0,276.0,2.5474,INLAND,78400.0,Bodfish
10270,29.0,1312.0,267.0,922.0,255.0,3.1902,<1H OCEAN,202400.0,Westminster
1044,40.0,1504.0,270.0,689.0,287.0,6.1244,NEAR OCEAN,308800.0,Redwood City
12915,17.0,629.0,221.0,514.0,186.0,3.2847,NEAR OCEAN,112500.0,El Rio
11228,38.0,1183.0,196.0,628.0,205.0,3.75,NEAR BAY,478600.0,Tamalpais-Homestead Valley
7949,38.0,1204.0,268.0,921.0,247.0,4.4464,NEAR OCEAN,215400.0,San Bruno
5049,29.0,2931.0,535.0,1954.0,506.0,3.2917,<1H OCEAN,224700.0,Interlaken
4992,14.0,5104.0,1026.0,3513.0,972.0,3.2148,INLAND,117000.0,Moreno Valley
2259,27.0,5640.0,1001.0,3538.0,978.0,5.065,<1H OCEAN,215400.0,Avocado Heights
1555,38.0,4105.0,950.0,2561.0,909.0,3.8684,NEAR OCEAN,265600.0,Redwood City
806,43.0,2453.0,490.0,1093.0,438.0,2.9107,INLAND,88800.0,Country Club
9641,45.0,2199.0,358.0,942.0,353.0,5.0393,INLAND,321100.0,East Pasadena
13088,16.0,1735.0,380.0,784.0,360.0,4.2566,<1H OCEAN,139200.0,Midway City
819,36.0,1625.0,490.0,2003.0,478.0,2.181,<1H OCEAN,147200.0,Boyle Heights
5426,39.0,751.0,207.0,1010.0,231.0,1.6036,<1H OCEAN,137500.0,View Park-Windsor Hills
13829,23.0,3279.0,647.0,2582.0,630.0,4.3782,<1H OCEAN,175800.0,Alum Rock
8348,34.0,1747.0,395.0,935.0,362.0,1.625,INLAND,79400.0,Tuolumne City
10630,47.0,921.0,264.0,881.0,221.0,1.4327,<1H OCEAN,114100.0,Florence-Graham
11292,46.0,2443.0,476.0,939.0,457.0,3.5893,INLAND,142000.0,Arden-Arcade
8514,31.0,1581.0,299.0,776.0,287.0,2.9063,INLAND,77800.0,Burney
12670,9.0,6538.0,955.0,2928.0,892.0,5.3006,<1H OCEAN,221400.0,Corona
7950,34.0,1189.0,220.0,445.0,203.0,4.8824,NEAR OCEAN,396400.0,Ventura
830,36.0,2464.0,472.0,1111.0,457.0,4.5074,NEAR OCEAN,350000.0,San Pedro
4309,33.0,896.0,208.0,843.0,200.0,3.5,<1H OCEAN,183000.0,Carson
3311,38.0,3148.0,568.0,1378.0,537.0,2.8788,INLAND,85500.0,Hanford
4420,33.0,1430.0,344.0,1165.0,328.0,3.0357,<1H OCEAN,206000.0,East San Gabriel
10892,10.0,2229.0,601.0,877.0,485.0,3.3431,NEAR BAY,137500.0,San Leandro
585,39.0,1995.0,634.0,867.0,567.0,4.0795,NEAR OCEAN,400000.0,Seal Beach
8734,29.0,2795.0,572.0,1469.0,557.0,3.7167,<1H OCEAN,308900.0,Lomita
1347,45.0,507.0,140.0,305.0,139.0,2.6159,NEAR OCEAN,272900.0,San Mateo
5161,9.0,1114.0,172.0,529.0,174.0,4.7159,INLAND,163700.0,Modesto
880,22.0,3292.0,1134.0,1655.0,898.0,3.1746,<1H OCEAN,348800.0,Culver City
8176,47.0,824.0,223.0,533.0,166.0,2.625,NEAR BAY,98200.0,San Leandro
10984,13.0,1406.0,260.0,737.0,279.0,5.5842,<1H OCEAN,239100.0,San Diego Country Estates
4042,46.0,672.0,149.0,351.0,136.0,5.3264,NEAR OCEAN,258100.0,San Carlos
13682,30.0,2992.0,609.0,1288.0,465.0,3.9375,NEAR OCEAN,292900.0,Santa Ynez
9721,16.0,2306.0,393.0,1368.0,387.0,5.93,<1H OCEAN,277600.0,La Palma
1754,27.0,3358.0,1069.0,2415.0,956.0,1.4589,<1H OCEAN,87500.0,View Park-Windsor Hills
3425,29.0,3873.0,797.0,2237.0,706.0,2.1736,INLAND,72100.0,Parkway
7548,39.0,2198.0,425.0,1160.0,436.0,4.1406,<1H OCEAN,323700.0,West Carson
2144,26.0,3735.0,641.0,1708.0,633.0,4.621,NEAR BAY,191100.0,Tara Hills
9473,25.0,3696.0,953.0,2827.0,860.0,3.3438,<1H OCEAN,153300.0,Hawaiian Gardens
5955,27.0,1065.0,214.0,508.0,198.0,2.625,INLAND,91700.0,Orland
12899,17.0,1343.0,203.0,511.0,185.0,4.625,NEAR OCEAN,386400.0,Soquel
6075,34.0,2199.0,609.0,2488.0,597.0,2.9861,<1H OCEAN,171800.0,North Hollywood
4189,16.0,3907.0,671.0,1759.0,663.0,3.1776,<1H OCEAN,172600.0,San Marcos
13793,24.0,1194.0,246.0,414.0,151.0,3.2396,INLAND,101900.0,South Lake Tahoe
11325,12.0,2263.0,410.0,913.0,330.0,3.5795,INLAND,145600.0,Patterson
5476,10.0,1657.0,359.0,958.0,380.0,2.6458,INLAND,84800.0,Sanger
2265,33.0,2874.0,458.0,1239.0,431.0,5.2329,INLAND,430900.0,Mayflower Village
5691,36.0,2750.0,487.0,1386.0,458.0,4.9904,<1H OCEAN,221700.0,Bellflower
6433,24.0,856.0,185.0,388.0,108.0,3.1806,INLAND,107200.0,South Lake Tahoe
11487,33.0,2125.0,500.0,1672.0,476.0,3.6397,<1H OCEAN,166600.0,Pico Rivera
1801,18.0,2562.0,500.0,1128.0,414.0,3.9336,<1H OCEAN,262500.0,Occidental
679,17.0,1631.0,335.0,285.0,128.0,2.7656,INLAND,130000.0,Mammoth Lakes
6994,30.0,1692.0,398.0,1130.0,365.0,2.8672,<1H OCEAN,198500.0,Monterey Park
12613,34.0,2871.0,581.0,1350.0,535.0,3.7049,<1H OCEAN,227500.0,Northridge
5788,43.0,2657.0,548.0,1145.0,524.0,4.1375,<1H OCEAN,287100.0,View Park-Windsor Hills
12564,26.0,3887.0,779.0,2512.0,740.0,2.2301,NEAR BAY,122400.0,El Cerrito
11103,35.0,1037.0,207.0,552.0,210.0,4.0,NEAR BAY,167900.0,Ashland
11883,6.0,8733.0,1600.0,2006.0,736.0,4.5724,INLAND,168400.0,Pine Mountain Club
4013,38.0,2121.0,433.0,1547.0,441.0,2.774,INLAND,59500.0,Bakersfield
4226,15.0,1171.0,328.0,1024.0,298.0,1.3882,INLAND,69400.0,El Centro
13375,47.0,5416.0,1115.0,2177.0,1027.0,3.5055,NEAR BAY,382100.0,San Anselmo
2731,29.0,1518.0,312.0,1086.0,317.0,4.32,<1H OCEAN,196900.0,Midway City
12125,34.0,3193.0,664.0,1434.0,627.0,2.4777,<1H OCEAN,260300.0,Ojai
8329,18.0,3059.0,609.0,1335.0,581.0,2.5129,INLAND,115900.0,Jamestown
13633,23.0,1378.0,269.0,767.0,266.0,4.0625,<1H OCEAN,145000.0,Lakeside
1729,36.0,2101.0,569.0,1756.0,527.0,2.9344,<1H OCEAN,222100.0,Culver City
7723,17.0,1614.0,431.0,1031.0,389.0,2.0956,<1H OCEAN,134400.0,Fallbrook
9078,16.0,2962.0,898.0,1555.0,795.0,2.5804,<1H OCEAN,216300.0,Buena Vista
7983,45.0,621.0,129.0,257.0,124.0,1.7188,INLAND,109400.0,Oakdale
13887,36.0,2241.0,437.0,989.0,442.0,3.9625,<1H OCEAN,288200.0,Campbell
4292,32.0,714.0,142.0,654.0,154.0,4.5052,<1H OCEAN,170800.0,Garden Grove
10339,4.0,5465.0,974.0,2844.0,950.0,4.4477,<1H OCEAN,174800.0,Valley Center
6224,37.0,1956.0,402.0,1265.0,397.0,2.3023,INLAND,91900.0,Riverbank
6478,35.0,2016.0,365.0,1083.0,369.0,5.1727,<1H OCEAN,230200.0,Gardena
666,25.0,1750.0,341.0,999.0,319.0,5.806,NEAR BAY,308700.0,Mountain View
11297,16.0,3914.0,819.0,1524.0,795.0,2.415,INLAND,137500.0,Lancaster
1075,19.0,3874.0,676.0,2441.0,707.0,3.2955,INLAND,88600.0,Atwater
12165,44.0,1717.0,391.0,848.0,353.0,3.6111,<1H OCEAN,254500.0,Universal City
13470,35.0,1653.0,325.0,1072.0,301.0,3.2708,<1H OCEAN,159700.0,Norwalk
9338,31.0,2370.0,441.0,1524.0,470.0,5.0201,NEAR BAY,264100.0,Daly City
5745,9.0,3160.0,468.0,1675.0,470.0,7.5443,<1H OCEAN,348400.0,Alum Rock
11010,45.0,1546.0,371.0,1186.0,366.0,1.64,<1H OCEAN,96800.0,Florence-Graham
